管理NO,問合せ内容,回答内容
16725eae-d86c-4207-82ed-c80db812997f,"ai21『保有車クリーニングエラーリスト』に、エラー内容：“割賦未完済車両”が出力されています。
『J-Pass』で確認したところ、2014年8月18日に完済になっています。
該当車両情報を抹消して下さい。","「ai21　割賦未完済車両データ修正依頼」（※）より、営業推進へ修正＆抹消を依頼してください。

※NTPGポータルサイト＞その他お客様向けサービスに関する項目＞お客様フォロー＞TCR関係（営業推進）＞【ai21　車両データ抹消・修正】＞「割賦未完済車両　修正依頼」"
3768aa22-942e-4f20-88f5-725cb45a854b,受注台帳のログインパスワードが分からない。,業務改善にメール送信済み
69dc0494-41bb-4634-aae5-d8a0bb61aea4,"PAL『ご契約内容確認画面』より、『UC注文書』を印刷しているのですが、プリンタに反応がありません。
携帯プリンタは接続されています。","『デバイスとプリンター』にて、“Canon TR150 series”は印刷可になっています。
印刷ジョブがたくさん溜まっていたため、全て削除させていただきました。
削除後、テストページの印刷を実施すると、正常に印刷できました。
そのまま、中古車注文書の印刷をかけていただき、印刷することができました。
最初に印刷をされたジョブが通信等の問題により正しいジョブが作成できず、その後のジョブを止めてしまっていた可能性があります。"
ea5c06ab-2f22-43f8-b1f4-624b709edaf0,"社用携帯（iPhone）のサテロクアプリでお客様情報を検索すると、エラーメッセージが表示されます。
登録NOで検索をしても、車体番号で検索をしてもダメです。 F5Accessのアプリは接続済です。
＜エラーメッセージ＞
「NOAから情報を取得できませんでした。　接続状況をご確認ください。」","F5Accessを切断していただき、接続先設定：“SSL NTP-G”の『設定』を開いていただきました。
『設定』は［ウェブログオン：ON，証明書の使用：OFF，証明書：証明書が見つかりません］になっていました。
「5.リモートアクセス初期設定マニュアル」のP.2（4.個人証明書のインストール）以降を、マニュアルを参照しながら設定していただきました。
F5Accessの『設定』で［ウェブログオン：OFF，証明書の使用：ON，証明書：（社員コードの証明書を選択）］の状態であることを確認して、保存していただきました。
F5Accessを接続して、サテロクアプリで処理を進められることをご確認いただきました。
※NTPGポータルサイト＞社内向け案内に関する項目＞社内システム＞次世代IP電話＞スマートフォン受取時の初期設定マニュアル＞「5.リモートアクセス初期設定マニュアル」"
a4fe03d8-9ee8-4834-97e3-d78554ab3118,落として電源入らなくなった。,ホームの本部、マツバさんにご相談ください。
aa6957c9-8d26-44f5-8fea-7ee6236388ed,"PAL『ご契約内容確認画面』より、『新車注文書』を印刷しようとするとエラーになります。
修理により新しく届いた端末ですが、携帯プリンタの設定ができていないのでしょうか。
＜エラーメッセージ＞
「帳票印刷 MIIY2007APE 
　設定されたプリンタは無効です。」
　　　↓“OK”ボタン押下
「帳票印刷 MIIY2028APE 
　帳票の印刷に失敗しました。　新車注文書（電子署名）」","PAL『プリンタ情報設定』の「携帯用プリンタ」の設定は、問題ありません。
しかし、『デバイスとプリンター』を確認すると、プリンタ名が“Canon TR150 series”のプリンタは非活性になっており、“Canon TR150 series（コピー1）”のプリンタが印刷可になっていました。
『デバイスとプリンター』から、“Canon TR150 series”のデバイスを削除して、“Canon TR150 series（コピー1）”のプリンタ名を“Canon TR150 series”に戻しました。
新車注文書を印刷することが出来ました。"
287dc1b7-e414-467d-9df8-4111583f574c,SMB画面が開かない,IEモード設定で解消
545cbac3-3150-4e70-89b1-10ed26263db0,"COMPANY『勤務実績の登録・確認』で、8月24日（金）を長期休に変更したいです。
体調不良でお休みしました。","所属長（課長，店長）にご依頼いただき、所属長用メニュー『スケジュール確認』で該当日の長期休を設定していただいて下さい。
該当日に打刻をされていたり、日次確定をされていなければ（日次確定取消をしても×）、後日でも設定いただけます。"
22837020-bf83-4429-a601-751c40331cec,"①Googleが全体的に開いても文字が表示されなくなって使えなくなってしまった。
②サテロクもログイン画面の表示が全て文字が表示されてなくて使えない。",①②どちらもchromeの履歴削除やアカウントログアウト＆削除で再起動かけても直らなかったので、アプリアインストールしてインストールしなおしたら元に戻った。
08794264-7e47-4a51-9fe6-65e7a33f9343,来週のシフトで休日をいれて、既に日次確定してしまった。その日の休日を出勤に変更したい。,上長に日次確定をとりけしてもらって、休日変更してください。
d10153ee-f1ba-48ac-9f31-8824e81494e8,壊れたPCの代わりが来た。色々ないの入れて欲しい,作業しました
119b97f8-07b6-4d70-961e-52b2af08052b,"店舗共有ショートカットが開きません
 
",新しいショートカット作成しました
b133faf0-791a-4414-a699-5a855b1f4643,複合機のSCANショートカット作成依頼,作成しました
1229a895-e646-43de-a75a-4b56b4606489,PALの店長機朝一が動きません。エラーが表示されています,店長機兼代表機再起動後、朝一実施。正常に終了しました
3354cc5f-db64-426d-bc92-3b0752a1a1ea,自分で作成した店舗共有のショートカットが動きません,新しいショートカット作成しました
d89567ab-6e16-4fb2-83df-b71918adb458,すぐ近くで落雷があった。電気が瞬断した。その後プリンタから印刷できない,メカ室にあるHUB（8ポート）とカタリスト（8ポート）は付いている。電源抜き差ししても変わらず。最上位のカタリストは生きている感じ。2段目のカタリストの電源抜き差しにてほぼ復旧。プリンタF51だけ復旧しない。印刷の向き先変えて来週活用推進が入店となりました。（バンザイの車検用PCが動かないとその後連絡あり）
5f33e0b9-44e9-427a-9d8b-660a347aef49,印刷が出来ない,LANケーブルたぐってもらいHUBのコンセント抜けてました。コンセント差し込んで復旧
803f21bb-9831-465c-9718-a7c4fbf35073,社員クレジットについて　緑の紙の時代,？？？　とりあえず販売店業務のクレジット業務の方へお問い合わせをお願いしました
0c40b9fd-5015-47b1-abbd-1a1554d4c38a,自分で作成した店舗共有のショートカットが動きません,新しいショートカット作成しました
aab757ad-77de-42b2-a414-0dc6072ef157,BIGIPインストールについて,外に居たので、近くの社内ネットワーク使用できる場所へ移動お願いしました。→17:43　インストールしました。使い方説明しました
5df2c9d0-bdcb-4c32-baaf-b965f802566e,COMPANY　　8:17に出勤したがPCの電源の入れ方が分からなかったので打刻できなかった　打刻の訂正方法教えて欲しい,ご案内しました
7f98a81f-09f7-4f0b-90f6-026f568006a3,"奥町　F53
1500866ZA
094-412
072-402
定着ユニット交換

F51
定着ユニット交換
094-412
1500865ZA

F52
定着ユニット交換
094-411
1500860ZA

テスト課長",8/27　修理依頼予定
45a2fd6d-444f-468c-900b-8100396d9374,SMB画面が開かない,IEモード設定で解消
70939dc4-e709-49d6-9c16-23bf722a8c8d,TR153が印刷できなくなった。設定されたプリンターは無効です、と出る,ai21支援ツールからインストールしなおしで解消
177d3404-5b60-40bb-84c1-c1768538f86a,「エスパートproに連携できません」とエラーが出て板金見積ができない。以前ⅢにしてしまってⅡに戻してもらってから特に何もしてないです。,エスパートproにバージョン変わっていたので、タスカルの販売店ゲートウエイから削除して、Ⅱをおインストールして、車種データコピー押して完了。
46d3e16d-7073-45b6-b588-66bd96abfd45,出張旅費申請でエラーになる。,半角で入力する箇所を全角で入れていました。修正し、エラーは消えました。
3d3220f9-2862-427f-bfda-da9bf66f6517,webNOAが使えないです(緑の帯の所がない)。,IEモード設定で解消
6f4ab6af-1986-4c57-9cee-1fa83a16a720,紙に印刷したマニュアルがあり、そこに割賦完済状況の確認はNTPSサポートデスクと書かれています。ある車両の割賦完済状況を教えてほしい。三河999る9999,"車両の割賦完済 OR 未完済の確認は、お客様照会（車両詳細）にて『割賦完済日』が入っているかどうか、になります。
今回お調べした車両は『割賦完済日』はブランクなので、ai21上は未完済です。
詳しい残債状況の確認は、NTPS販売店業務にお問い合わせください。
車両削除についてお困りでしたら、NTP営業推進になります。"
e2bc2981-46fd-4edd-a390-f67d3ec4b3c4,リモート用PCが電源点かない。何にもならなくてどうしたらいいかわからない。,活用推進で確認したら電源点いてます。
44a62025-418d-4b49-b361-fadf40b05022,9:30-16:30の時短勤務ですが、スケジュール設定を忘れていて当月分が9:00-16:00で登録されています。残業調整で時間管理しづらいので正しい時間帯に修正したいのですが、1日分ずつ申請するしかないのでしょうか。,『勤務予定変更申請』は1日ずつ申請。所属長メニューからなら「スケジュール」で「短ﾌﾚ_9∔」を選択して該当日付をクリックし「登録」押下で変更できます。⇒所属長メニューから変更しました。日次確定済みの日付分は岡田さんに設定していただきました（実績入力済みのため）。
6bac423f-5517-49d6-8b97-571a9b97d981,帳票印刷を1日1回だけする。大体100枚くらい。途中で数秒から数十秒、ひどい時には途中で印刷が止まってしまう。これは異常?正常?,"NECに修理依頼。型番：PR-D700XEN、シリアルナンバー：1X00075UA、折り返し先：金田さん(999999999)、NEC担当：オオギさん
火曜日に時間調整のお電話がNECから入る事になっている。修理保証登録していないので有償になります。課長に許可貰い済み。"
1f3ee765-0180-4c09-85e7-087f80c68462,"店舗共有ファイル開かなくてメールにPDF貼り付けられない。
アドレスが変わったのは知ってるけど、新しいのどこにあるか分からない。",店舗共有と書かれたデスクトップのショートカットから開きたいページを開いて、新しくショートカット作成で解消。
db2d4be2-e480-4e1d-93db-cde956d4df5d,PALから損保WEBを開き操作していると「Adobe Acrobat または Reader に問題があります」旨のメッセージが表示される。,アプリから『Adobe Acrobat Reader』をアンインストールし端末再起動。再起動後Wi-Fiに接続できず。田中様にWi-Fi接続いただいたあとai21支援ツールからインストールしました。同時に利用開始設定なども実施。起動時にWi-Fiに自動的に接続するように設定変更し再起動。起動時にWi-Fiに接続でき、電話設定の接続もできました。様子見でお願いしました。※Adobeインストール後最初は、PDFファイル開いて印刷設定のページサイズ処理「PDFのページサイズに合わせて用紙を選択」のチェックを外し「合わせる」を選択。PDF化印刷（後ほど削除）し、設定を変更。
842bbb0e-747b-453e-a933-52b338aee1a5,編集して保存したのに✕で閉じたら入力した文字が消えてた。,もう一度同じ手順でやってもらったら入力も保存もできていたので大丈夫そう
7c6a42b5-83b8-4ec3-ab3b-9efc7e99d199,PC1050E55 画面剥離　VK12,修理依頼書記載の上、活用推進へ送ってください
6c34f27c-d4de-48b9-a02e-00cc200d8396,Googleカレンダーに積車の登録をしたい。,他のカレンダー+＞リソースのブラウジング＞ntp＞対象の店舗のチェックボックスにチェック付ける
2593fbc3-0878-4a9f-8098-facef6f54331,メールに添付するjpgファイルのサイズが大きいようです。小さくするにはどうしたらよいですか。,ペイントで開き、サイズ変更していただきました。
d434fc01-4eb4-454a-8bbf-0802fcaf114b,サテロクで「査定する」をタップすると【DBエラーです。[DBE-109]】というエラーになる。お客様名が長いエラーが出て、名前は修正済みです。,【参考：220518-037】「お客様名と同じ」チェックボックスにチェックが入っていました。「お客様名と同じ」チェックボックスにチェックが入っている際、「お客様名漢字」の内容がDB上の「所有者名」「使用者名」にコピーされますが、桁数が「お客様名漢字」：80桁　「所有者名」：40桁　「使用者名」：40桁　であるため、登録時にエラーとなってしまいました。【対応方法】・入力桁数が多い場合、チェックボックスを使用しない　・半角入力可能であれば半角入力する
17e6cc07-66d3-46d2-aebe-bc8ad8424b0f,PCカメラがズーム使う時につかない,ズームテストしてみたら付いたので様子見してもらう
808b3d55-a0a4-408f-992a-354ca3b8be0a,30分以上乖離のエラーが出ています。打刻は22:03ですが、実勤務時間（終業）が20:30になっています。,日時確定されていたので、上長に日次確定取消してもらうようお願いします。取消できたら、実勤務時間を22:03に合わせ、再度日次確定してください。
ef28a811-434f-4278-958b-8c2bf2868894,リモートアクセスの設定をしたいがF5証明書のインストールで社員コードを入れてもエラーになってしまう。052205,証明書が発行されていません。上長からデジオペに依頼を出していただくようお願いしました。
735e6aa7-be21-4a5f-ada9-617e0bf437c4,パスワードロックがかかってしまった,ログイン画面の一番下に「ロック解除またはパスワード忘れの方はこちら」からパスワードリセット
80e3120c-fdef-4ab1-bfb0-a24fb273c0ab,ATSCパスワードがわからなくなりました。しばらく使用していませんでした。204013,ATSCパスワードリセットしました。
27b1bebf-7d7a-4c9a-b1e7-8043d0ebc5cf,ロックがかかってしまった,ロック解除またはパスワード忘れの方はこちら、からパスワードリセット
2c2cc76e-e64a-4172-85d2-a199ae867cf3,PCの画面が真っ暗でどうしたらいいか分からない,電源が付いていないので電源つけて下さい。ついたらキーボードどこでもいいので1回押して、パスワード入力画面になったら「999」、エンター押してログイン。
39ff4e53-7c47-4bdb-b82d-edf8a137e2d4,8/22設定休にしていましたが出勤しました。打刻済みです。代わりに翌8/23をお休みしましたが、COMPANYでどのようにしたらよいですか。,休日変更申請を出していただきました。
82354bb1-daa9-4be7-81a7-0775a3d19a52,COMPANYにて本日、出社時に誤って退社打刻してしまった。,退社時に退社打刻して頂ければ上書きされる旨お伝え。
11d8800e-5593-441c-8bf0-c7dbee2392e0,COMPANYの確認,OKです
09a0ccbc-59ff-42b8-99d1-7c3c6cfc4cb7,午前休と午後休待ちがえて申請してしまってエラーになってる,"年休申請取消で対象の日付を1つずつ選択して取り消す。
新しく申請して上長に承認してもらってエラー消えたのを確認。"
01982781-62ab-4d79-91ed-1f289454e162,PCの電源が点かない,"コード全てはずしてリセットボタン押したけどダメだった。
１から２時間コード全て外して放置後、ACアダプタ挿して電源つけてみて下さい。"
7a46918f-b378-4fb3-9cd6-fe19a8ba9a9f,①Gメールをタスクバーに置きたい②アイコンの配列を整えたい,①「
e3fa78ed-1542-42c3-be22-eb1833d29718,パソコン（NEC）の件で電話しました。,大竹さん宛て。17時まで会議中です。再度、ご連絡頂く事になりました。
400a331f-0d4a-4482-a35d-9cec540a97bb,PCで業務に必要なサイトのURLを貼り付けて開いたら画面左下にセキュリティ警告の通知が何度も表示されるようになってしまいました。,Edgeの設定＞cookieとサイトのアクセス許可＞最近のアクティビティのところに不明なURLがあったのでリセットし削除されました。通知が表示されなくなりました。
7bff3ecb-6db5-4052-a1f4-1fc77ea8673a,SMB画面が開かない,IEモード設定で解消
1ba82734-b827-4b5a-bcdd-8f3f68a62195,社用携帯のLINEWORKSにて使っていなかったので勝手にログアウトされてしまった。,登録時のパスワードは覚えているとの事。再度、ログインしてご利用ください。
e6e800d0-be3a-4c26-ba21-24401a86a73d,設定した覚えがないのでパスワードが分からない。今から初めて使う。,"安藤さんにアカウント状況確認してもらった所、設定済みだった。
パスワード設定するようメール送信してもらった。"
6ffbb21f-6eaf-4cb6-907f-d523b8adf187,端末に店舗のプリンタを追加してください。,キヤノンHPから対象プリンタのドライバーをダウンロード、インストール、テスト印刷の正常出力をご確認頂きました（OT千音寺_複合機）。
536975a9-5b14-461d-871d-d038cc91c3a2,総務部）北川さんから名鉄協商システムのURL（http://99.999.999.999/parkingcardsystem/MKYOSYO_Login.aspx）を送ってもらったのですが、ログインして「新規入力」を押しても何も反応ありません。北川さんに聞いたら「Edgeで開かないといけないかも」と言われました。　社員コード：117439,Chromeでは機能しません。EdgeのIEモードで開く必要があります。設定方法をお伝えしました。
053883a6-f452-41ab-bf63-6eae5cde565b,COMPANYの打刻について　車の引き取りで直行したので直行申請をして承認もらってましたが出社打刻を店舗に着いた時間でしてしまったので直したいです。,実勤務時間を正しい時間に修正＞「詳細」＞逆転理由を入力＞「変更した内容で計算」押下で赤文字エラー消える＞「確認画面へ」＞日次確定をしていただきました。
23534fde-7877-47e9-bd97-a54d5559515d,条件相談が営業部長しか見れなくて、人事部も兼任してる関係で役職が代わってしまって見れなくなったので見れる様にして欲しい,各社NOA起動＞振分の横「シ管」＞「121614」でログイン＞メンテ＞スタッフメンテ＞対象の部署選択＞スタッフ追加＞社員番号
09c5f832-ae7f-49c2-8387-75fc23bec629,Gmailにてお客様から送られてきたメールの添付ファイルが開けない。,「*.zi_」ファイルは既にデスクトップにダウンロードされていました。拡張子を「zip」に変更後、右クリック＞すべて展開　を実施。別メールで送られてきたパスワードをコピペし解凍されたPDFファイルをご確認頂きました。
a6e95cf8-a95f-4bad-b3d7-9df7e9bf9dd7,会議に行ってる間、離席に変えておいて、会議から戻ってきたら在席に勝手に変わっていた。,勝手に変わることは無いと思うので、対処法が分かりません。
a6b65b55-f682-4322-a244-20340e2905ad,ドライブレポートのシステムに関して,総務部の玉越さんが担当になります。
a2a5079e-630b-43b2-8b7e-ec5b91fe8b60,Googleカレンダーが開かないです。ずっと読み込んでるような感じです。,Chromeでカレンダーが開けず、Edgeでは開けました。Chromeのキャッシュクリアをしてカレンダーが開くようになりました。
0bcf88c6-9580-4dbb-b99d-df73dce1dcb1,端末にて画面が固まってしまった。zoomを使用していました。,リモート接続で確認したがzoomの操作ができない状態でした。タスクマネージャーからも終了できませんでした。後ろで開いている画面（システム）を終了してから端末再起動して頂きました。再起動後、再度、操作をお願いいたしました。
fc1a6fa8-a3bd-4352-b3a3-3171afa792e8,端末にて店舗のWi-Fiに接続する際のセキュリティコードを教えて欲しい。,お話をお聞きすると「test-CAM」でした。「test-CAM」はサービスで使用するWi-Fiなので接続しないでください。
c68fc487-6b5a-4452-94ee-7b5f6e7e229a,ai21のログイン、ATSCのパスワードを何回か間違えてロックされてしまった。,ATSCのパスワードリセットして新しいパスワードでログインできる事確認。
b3daa796-0a32-403a-92db-88a48eca31a8,蒲郡店に来てます。店舗のプリンタを使って印刷したいのです。,プリンタは設定されているようで、社内ネットワークに繋がっていなかったのが原因と思われます。自己解決したようなのでクローズ。
c7797b53-b10a-4f26-bcfc-3cd5c403d780,8/11にまちイチで半日休暇（午後休暇）を取得したのですが、残業時間が-28分になってしまっています。社員コード：230910,半日休暇の場合、午前は9:00-12:00/午後は13:00-18:00になります。打刻時間（実勤務時間）が9:28-12:31のため残業時間がマイナスになってます。日次確定を上長に取り消してもらい、実勤務時間を修正するしかありません。日次確定を取り消してもらったらご連絡いただくようお願い。⇒13:08　入電あり鈴木さん対応　店長に日次確定を取り消してもらえなかったようです。加藤さんが損するのでもう一度店長にご確認いただくようお伝え。それから連絡なし。
b08e8674-0d31-49e2-89d7-fb7e5306b2e7,ai21で退職したスタッフが営業担当になっているので変更したいです。,お客様情報に関わりますので営業推進部にご相談ください。
f1aa4b4b-509e-4333-9552-21970c8e2553,"BIG-IPのイントラSSLサービスにてログオンができず困っております。
下記ログオン用に教えていただいたユーザ名とパスワードです。

ユーザ名：test0020@typel
パスワード：999","イントラSSLサービスについてサポートデスクに情報がなく、回答がすぐに出来かねます。
担当者が出社しましたら確認いたしますのでしばらくお待ちください。⇒活用推進）森GLから直接、戸松さんに回答済"
63015161-85b3-45b1-90ab-3a2c9735ac20,TR153から印刷が出来ません,状態を確認（プリンタのジョブ表示の中のプリンタタブ）すると　一時停止とオフラインで使用するにチェックが入っていました。チェック外して動く様になりました　
79ae84cb-70e6-4752-8eaa-80af1999cab7,異動に伴ってかExtentionPowerがロックされてしまったので解除してほしいです。※人事部）まちイチ,アカウント状態を“有効”に変更しました。
e6c26a84-062b-4aeb-85d1-cb689b630125,WebNOA＞活動先抽出結果からDMシール印刷時に「プリンタ～ではこの帳票を印刷することはできません」と表示される。,既定のプリンタ（通常使うプリンタ）が別プリンタになっていたので、携帯プリンタ（Canon TR150）に変更し、印刷プレビュー画面が表示される様になりました。
2a2ee0a7-fefb-472b-acce-5b9cca995932,プリントスクリーンが押しても反応しない,win shotとか使う事もできるのをご案内。
7b66ead1-2970-4190-b9a1-1244d181005d,端末にてデスクトップのフォルダ（ショートカット）が開かなくなった。,店舗共有フォルダのフォルダでした。リモート接続で確認しながら新しくショートカットを作成し直して頂きました。その他のショートカットについてはご自身で作成し直して頂く事になりました。
2f78c3f8-55e2-44aa-9c52-9a6774f16aea,IEモード設定依頼,設定しました
273b7a5c-8ca1-4ff4-9735-5952b8dd362e,DriveReportについて　積車借りた　いつもと違う店舗の積車だから登録が必要　積車の登録方法が分からない,DriveReportについてサポートデスクに情報はありません。総務部玉越さんへ問い合わせお願いします
7987df88-8769-41cc-8430-3adc4ed80b96,今日までの勤怠を確認してほしい,リモートで入り確認しました。OKだと思います。
d476613e-f5b6-46a6-9742-7a6d226febdb,複合機でスキャン送信（SMBスキャン）ができなくなりました。自分のところだけでなく他の人のところもエラーになって送信できないです。Canon　iR-ADV 4525 III/99.999.999.999/P1057A51　※保存先：店舗共有フォルダ,店舗共有フォルダの場所が変わたっため、宛先のSMB設定を変更する必要があります。WEBから管理者（administrator/999）にログインできたので、「アドレス帳」＞「宛先表01」＞[\\99.999.999.999\店舗共有\057_瀬戸\SCAN]にあるファイルの宛先を現在のフォルダパスに変更しました。※ユーザー名「ai21」とパスワード「????????」は変更せずにスキャンできるようになりました。（Canonは変更しなくてもできる…？）
12da6dc8-6054-4cb3-85d6-e8d16fff21e1,invoxにPDFがアップロードできない,アップロードできるPDFには条件があると思われます。詳しくはBtoB・invox担当　業務推進部/販売店業務　三村　泰之さんにご質問ください
29e68640-a3d7-4791-9c22-cf706e62412a,"パスワードが違いますと出てログインできないです。
初めて使うのでパスワードとかは設定していないはずなのですが…",パスワード初期？でリセットしなくても大丈夫でした。
ab91f6b4-a9fd-4049-89ab-f88c36c70a30,半年くらい放置してたPCを起動し、ai21に入ろうとしたらエラーになって入れません。＜エラーメッセージ＞「Z060160V 　ATSC付HFZKYOTU作成処理　機器情報設置会社コードが存在しません」　端末名：PC1066E37,PCが余ってるわけではなく、単に放置してて武野スタッフが使おうとしたら…という流れだそうです。ai21『機器情報テーブルメンテ』にはありませんでした。安藤さんに確認してもらい、『機器情報テーブルメンテ』に登録してもらいました。PAL『朝一番の仕事』『MU-BOXからのスーパーマルチ反映』、OSのバージョンアップ、ai21支援ツール（aipalset）にて『端末個別設定』『ユーザ個別設定』『利用開始設定』、ActivePDFインストール、エスパートⅡの車種データ更新をしました。使ってみて不具合があるようでしたらサポートデスクまでお電話いただくようお願い致しました。
6e439a2a-81c9-4651-bb8a-79a5b7efafb1,スマカタのカタログ表紙のQRコードがのってるページの印刷をしたいけど何試してもできないです。,スマカタの担当者がデジオペのオザワさんになります。
dc608156-7408-4f5c-892f-d77f1dd91277,自分の端末を自宅へ持ち帰り、ai21を見たい。,BIG-IP Edge Clientが未インストールとの事。ポータルサイトから証明書のダウンロード、接続用ソフトウェアのインストールを実施して頂く事になりました。
3200b4d6-5df6-4d3b-90fb-11c602aa4718,受付のPCでWebNOAが白抜きになってしまったので設定してほしいです。,NOAとSMBをIEモードに追加しました。
ecd39e21-a536-4f98-9936-4a113b83fe23,割賦の再分割の代理手続きをした。営業担当の名前を入れたいのだが、昔の店長さんの名前が入っていて担当が変えられない。,担当が業務推進部の販売店業務の村上さん、なのでそちらへご相談を。
3126d094-1a48-4a17-8107-6f1d7b5e56a0,ai21にて部品外注仕入で間違ったサイズの物を手配してしまった。,取消・返品含めてサービス部にご相談ください。
0458d151-baff-4f9a-838a-134f4c79d56c,端末にてPAL注文書からテレマティクスや重要事項説明書などの画面を切替していると固まってしまう事がある。,以下の対処をお願いしました。①ai21を終了　②画面の解像度を推奨サイズ（100％、1366x768）に変更　③他画面／システム（WebNOA、SMBなど）を終了　④端末再起動　※ネットワーク高負荷？　※240818-020、240514-058
83f47b8c-c7ff-4ea5-bc74-0811a276cc67,ai21に入るときの画面がロックされてしまった。パスワード変更のメッセージが表示されたので変更したらこうなった。,ATSCのロック解除は10分待つしかありません。10分後に再度お試しいただき、それでもログインできなければパスワードリセットをこちらでしますのでご連絡ください。
7a588f69-7cfb-40bb-a443-d9eda9e12fb7,外注仕入れのコードが2つあってどちらを使えばいいかわからない。,サービス部にご相談をお願い
6721fe38-7238-47c2-960c-0fcac5ce9076,携帯プリンタ（Canon TR153）にて印刷できない。「サポート番号：5700」と表示。,電源入り切り、バッテリの抜き差しでも解消せず。ポータルサイトの「携帯プリンタ修理依頼書」を入力（送信）しシステム活用推進宛てに送ってください。
796a52a3-a50d-40b3-abd2-bfef74e70826,前までは受信トレイの下に添付ファイルがあるメールは添付が表示されていたのですが、されなくなってしまったのを直したいです。,歯車マーク押して、一番下にある「スレッド表示」にチェックつけたら表示されます。
746e67db-3a76-453c-8229-20acddf0868e,車検写真用　iPodTouch 電源入らん　充電・強制再起動は実施済　,服部GLに在庫確認　在庫ありの為店舗に送ってもらうことにしました。故障品は送付お願いしました
2ece6be0-ff98-4251-9f81-eddd6528aa30,データデリバリー使うのにAdobereaderをインストールしてとPCのメッセージに出たのでインストールしたけど「未」から「済」にならない。初めてデータデリバリー使います。,「R適用前」をインストールして、PDFをAdobeReaderで常に開くで設定して、データデリバリーのログインしたら正常に開いた。
79349018-a769-4469-bbff-f222775faf22,端末にて携帯プリンタを接続しても印刷できない。,お話をお聞きすると、端末を修理で送ったので、他スタッフの端末に自分の携帯プリンタを接続されたとの事。他スタッフのプリンタを接続して印刷されるかご確認頂く事になりました。
7694dffb-26d3-495d-9d37-6f44c801de9c,サテロクが使えない。NOAからの情報が取得できませんとでる。,F5Accessは設定してあって、証明書が分からないとの事だったので、WebNTPの社内システムの中の次世代IP電話＞リモートアクセス初期設定、から設定をご案内
9ad87d95-12d2-4159-9734-91e9fe004992,端末にてデスクトップのフォルダ（ショートカット）が開かなくなった。,店舗共有フォルダのフォルダでした。リモート接続で確認しながら新しくショートカットを作成し直して頂きました。その他のショートカットについてはご自身で作成し直して頂く事になりました。
90417399-0ee8-4afc-b205-763cc004edec,COMPANYの勤怠実績の画面でエラーになってる。復職した日になります。社員コード：198528,岡田さんに実績クリアをしてもらいました。
9228bc69-9ece-4cf1-8e1d-35627c891a2e,退職者の社員コードでPALに入り割賦修正をしたい。,デジタルオペレーションにご相談をお願いいたしました。
81ceb687-b6f4-47e5-bec9-dd47a45e38ae,Excelでフィルターをかけたときに見出し（？）まで隠れてしまう。スタッフ個別で表示させて印刷したい。,オートフィルタを使用してるので全体でフィルタがかかっているためです。とりあえずフィルターチェックの際に見出しのワードにもチェックを入れてもらうようお伝えしました。
d18368c5-1587-449c-971f-2989e7571ec2,港店とサテライトの港・名四店があるのですが、自分の社員コードで入ると港店しか見れないので名四のサービス課長の社員コードで毎回入って確認してます。自分の社員コードで店舗切替ができるようになりませんか。,運用面も含めデジタルオペレーションにご相談をお願いいたしました。
dd7de996-473b-4b8f-9ae9-b01fb66f7c27,TFC研修生が来ています。店舗の固定電話を取る事がある。マニュアルはあるか？,店舗の固定電話（代表電話）を取ると電話が不通になります。通常、固定電話（代表電話）は直接取らず、社用携帯からピックアップする運用です。
5a0d0fb9-4b6b-4134-9062-9b59190d1820,Gメールで添付付きメールだといつも添付ファイルのアイコンが表示されてたのにされなくなったのは何か変わりましたか？,他からも同様のお問い合わせをいただいてますのでGoogle側で仕様変更があったのかと思われます。Gメール画面の歯車マーク＞「表示間隔：デフォルト」にし「スレッド表示：チェックあり」にすると表示されるようになりますが、メールの表示方法が変わってしまうのでどちらかを取るしかないです。また、「表示間隔：標準」にすれば添付付きメールにはクリップマークが付くのでそれでも添付があるか無いかの判断は出来ます。
515f8694-3d13-47d1-b408-ea23c5f3f600,カレンダー登録を忘れてしまった場合どうしたらよいか,上長にお願いして登録してもらってください
e64a2461-df24-48ed-8f57-d97b70d38b84,GmailやGoogleカレンダーの表示が今日から変わってしまった。,リモート接続で確認。カレンダーの予定（終日）が一部表示されなかったり、受信トレイの色が変わってしまった模様。最近、他店舗でからも「設定がクリアされた／表示が変更・戻ってしまった」旨のお問合せを頂いております。再度、設定をご確認頂く事になりました。
a635912e-1fa8-4dd3-9210-19b3a8188780,SMBが開けない,IEモード設定で解消
ca907684-19b6-4ce0-b2de-1ae4cf8b4bf3,PCがBIOSの画面で起動しません,PCの日時が狂っている状態でしたので合わせて頂き復旧
e6bad4bc-8429-48e0-8be7-7db834ba1683,タブレット端末の電源が入り難い。電源ボタン押下して端末を「コン」「コン」すると電源が入る。※PC-VK11CS,電源コードを他端末の物と交換しても解消しないとの事。修理に出される事になりました。ポータルサイトの「タブレットPC修理依頼書」を入力（送信）しシステム活用推進宛てに送ってください。必要であれば事前にデータのバックアップをお願いいたします。尚、GTS端末は他に２台あるとの事。
5b38f022-717f-473f-a67f-631a892c0696,VKT40S4G9　タイプCの接続がエラーになります。他の端末ではHUB使えるのでこの端末の口が悪いです,試しに充電口に接続すると正常に認識する。修理交換させて頂くことになりました
